stage012<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage013<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage014<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage015<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage016<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage017<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage018<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage019<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage020<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage021<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage022<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage023<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage024<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage025<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage026<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage027<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage028<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage029<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
stage030<F,0,0,1,2,3,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,<S,8,9,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,<B,1,2,3,0,1,2,3,0,1,1,2,3,0,0,0,0,0,0,0,0,<G,2,<n
